siteID,observer,date,startTime,interval,spp,d10,d20,d30,d40,d50,detection
BULLTHOMA1,TAH,2018-07-11,0704,3,TUTI,0,0,0,0,3,B
BULLTHOMA1,TAH,2018-07-11,0704,3,AMRO,0,0,0,1,0,V
BULLTHOMA1,TAH,2018-07-11,0704,3,HOSP,0,1,0,0,0,B
BULLTHOMA1,TAH,2018-07-11,0704,3,GRCA,0,0,1,0,0,A
KEYESUSMD1,JYR,2018-07-06,0710,1,CACH,0,0,1,0,0,A
KEYESUSMD1,JYR,2018-07-06,0710,1,RBWO,0,0,1,0,0,A
KEYESUSMD1,JYR,2018-07-06,0710,1,FICR,0,0,0,0,1,A
KEYESUSMD1,JYR,2018-07-06,0710,1,BLJA,0,0,0,0,1,A
KEYESUSMD1,JYR,2018-07-06,0710,1,BLJA,1,0,0,0,0,V
KEYESUSMD1,JYR,2018-07-06,0710,2,BLJA,0,0,0,0,2,A
KEYESUSMD1,JYR,2018-07-06,0710,2,NOCA,0,0,0,0,1,A
